"","Source","Target","Weight","Country"
"4698","COL_text34","learning_strategy",1,"Colombia"
"4699","COL_text35","science",21,"Colombia"
"4700","COL_text36","science",2,"Colombia"
"4701","COL_text37","science",61,"Colombia"
"4702","COL_text37","speaking",4,"Colombia"
"4703","COL_text37","active_learning",1,"Colombia"
"4704","COL_text37","critical_thinking",3,"Colombia"
"4705","COL_text37","learning_strategy",1,"Colombia"
"4706","COL_text37","monitoring",1,"Colombia"
"4707","COL_text38","active_listening",1,"Colombia"
"4708","COL_text38","science",1,"Colombia"
"4709","COL_text39","reading_comprehension",2,"Colombia"
"4710","COL_text39","science",12,"Colombia"
"4711","COL_text39","speaking",1,"Colombia"
"4712","COL_text40","science",28,"Colombia"
"4713","COL_text40","writing",1,"Colombia"
"4714","COL_text42","active_listening",1,"Colombia"
"4715","COL_text42","science",12,"Colombia"
"4716","COL_text42","speaking",1,"Colombia"
"4717","COL_text42","active_learning",1,"Colombia"
"4718","COL_text42","critical_thinking",1,"Colombia"
"4719","COL_text42","learning_strategy",1,"Colombia"
"4720","COL_text43","science",18,"Colombia"
"4721","COL_text43","speaking",1,"Colombia"
"4722","COL_text44","science",1,"Colombia"
"4723","COL_text44","active_learning",1,"Colombia"
"4724","COL_text45","science",3,"Colombia"
"4725","COL_text45","speaking",1,"Colombia"
"4726","COL_text45","critical_thinking",1,"Colombia"
"4727","COL_text46","active_listening",2,"Colombia"
"4728","COL_text46","science",8,"Colombia"
"4729","COL_text46","speaking",1,"Colombia"
"4730","COL_text46","monitoring",1,"Colombia"
"4731","COL_text47","science",3,"Colombia"
"4732","COL_text47","monitoring",1,"Colombia"
"4733","COL_text48","active_listening",1,"Colombia"
"4734","COL_text48","science",7,"Colombia"
"4735","COL_text49","science",12,"Colombia"
"4736","COL_text50","science",15,"Colombia"
"4737","COL_text51","science",4,"Colombia"
"4738","COL_text51","critical_thinking",1,"Colombia"
"4739","COL_text52","active_listening",1,"Colombia"
"4740","COL_text52","science",23,"Colombia"
"4741","COL_text53","science",8,"Colombia"
"4742","COL_text53","active_learning",1,"Colombia"
"4743","COL_text53","learning_strategy",1,"Colombia"
"4744","COL_text53","monitoring",1,"Colombia"
"4745","COL_text54","speaking",2,"Colombia"
"4746","COL_text54","critical_thinking",1,"Colombia"
"4747","COL_text54","learning_strategy",1,"Colombia"
"4748","COL_text55","science",2,"Colombia"
"4749","COL_text55","learning_strategy",1,"Colombia"
"4750","COL_text56","active_listening",1,"Colombia"
"4751","COL_text56","science",6,"Colombia"
"4752","COL_text56","critical_thinking",1,"Colombia"
"4753","COL_text56","learning_strategy",1,"Colombia"
"4754","COL_text57","active_listening",1,"Colombia"
"4755","COL_text57","science",30,"Colombia"
"4756","COL_text57","critical_thinking",1,"Colombia"
"4757","COL_text57","learning_strategy",1,"Colombia"
"4758","COL_text57","monitoring",1,"Colombia"
"4759","COL_text58","science",1,"Colombia"
"4760","COL_text59","science",2,"Colombia"
"4761","COL_text59","learning_strategy",1,"Colombia"
"4762","COL_text60","active_listening",2,"Colombia"
"4763","COL_text60","reading_comprehension",1,"Colombia"
"4764","COL_text60","science",20,"Colombia"
"4765","COL_text60","speaking",1,"Colombia"
"4766","COL_text61","active_listening",2,"Colombia"
"4767","COL_text61","science",1,"Colombia"
"4768","COL_text61","speaking",2,"Colombia"
"4769","COL_text61","active_learning",1,"Colombia"
"4770","COL_text61","critical_thinking",1,"Colombia"
"4771","COL_text61","learning_strategy",4,"Colombia"
"4772","COL_text62","active_listening",3,"Colombia"
"4773","COL_text62","science",1,"Colombia"
"4774","COL_text62","active_learning",1,"Colombia"
"4775","COL_text62","learning_strategy",1,"Colombia"
"4776","COL_text64","active_listening",2,"Colombia"
"4777","COL_text64","science",19,"Colombia"
"4778","COL_text64","speaking",2,"Colombia"
"4779","COL_text64","critical_thinking",1,"Colombia"
"4780","COL_text64","learning_strategy",4,"Colombia"
"4781","COL_text65","science",2,"Colombia"
"4782","COL_text65","speaking",1,"Colombia"
"4783","COL_text65","writing",1,"Colombia"
"4784","COL_text66","active_listening",2,"Colombia"
"4785","COL_text66","science",7,"Colombia"
"4786","COL_text66","speaking",1,"Colombia"
"4787","COL_text66","critical_thinking",2,"Colombia"
"4788","COL_text66","learning_strategy",1,"Colombia"
"4789","COL_text66","monitoring",1,"Colombia"
"4790","COL_text67","mathematics",1,"Colombia"
"4791","COL_text67","science",9,"Colombia"
"4792","COL_text67","speaking",1,"Colombia"
"4793","COL_text68","science",2,"Colombia"
"4794","COL_text68","critical_thinking",1,"Colombia"
"4795","COL_text68","learning_strategy",4,"Colombia"
"4796","COL_text69","science",18,"Colombia"
"4797","COL_text69","critical_thinking",2,"Colombia"
"4798","COL_text69","monitoring",2,"Colombia"
"4799","COL_text70","science",2,"Colombia"
"4800","COL_text70","active_learning",1,"Colombia"
"4801","COL_text70","critical_thinking",1,"Colombia"
"4802","COL_text70","learning_strategy",3,"Colombia"
"4803","COL_text71","science",6,"Colombia"
"4804","COL_text71","learning_strategy",3,"Colombia"
"4805","COL_text71","monitoring",1,"Colombia"
"4806","COL_text72","science",14,"Colombia"
"4807","COL_text73","science",3,"Colombia"
"4808","COL_text73","speaking",1,"Colombia"
"4809","COL_text73","critical_thinking",1,"Colombia"
"4810","COL_text73","monitoring",1,"Colombia"
"4811","COL_text74","active_listening",1,"Colombia"
"4812","COL_text74","science",7,"Colombia"
"4813","COL_text74","learning_strategy",1,"Colombia"
"4814","COL_text75","science",2,"Colombia"
"4815","COL_text75","speaking",1,"Colombia"
"4816","COL_text76","critical_thinking",2,"Colombia"
"4817","COL_text76","monitoring",2,"Colombia"
"4818","COL_text77","reading_comprehension",1,"Colombia"
"4819","COL_text77","learning_strategy",2,"Colombia"
"4820","COL_text77","monitoring",3,"Colombia"
"4821","COL_text78","active_listening",1,"Colombia"
"4822","COL_text78","science",8,"Colombia"
"4823","COL_text78","speaking",1,"Colombia"
"4824","COL_text78","learning_strategy",5,"Colombia"
"4825","COL_text78","monitoring",2,"Colombia"
"4826","COL_text80","science",2,"Colombia"
"4827","COL_text80","learning_strategy",2,"Colombia"
"4828","COL_text80","monitoring",3,"Colombia"
"4829","COL_text81","science",1,"Colombia"
"4830","COL_text82","science",10,"Colombia"
"4831","COL_text82","speaking",1,"Colombia"
"4832","COL_text82","critical_thinking",1,"Colombia"
"4833","COL_text82","monitoring",2,"Colombia"
"4834","COL_text83","science",9,"Colombia"
"4835","COL_text83","active_learning",2,"Colombia"
"4836","COL_text83","learning_strategy",2,"Colombia"
"4837","COL_text83","monitoring",1,"Colombia"
"4838","COL_text84","science",5,"Colombia"
"4839","COL_text84","speaking",1,"Colombia"
"4840","COL_text84","learning_strategy",3,"Colombia"
"4841","COL_text85","active_listening",1,"Colombia"
"4842","COL_text86","science",2,"Colombia"
"4843","COL_text86","speaking",2,"Colombia"
"4844","COL_text86","critical_thinking",9,"Colombia"
"4845","COL_text86","learning_strategy",1,"Colombia"
"4846","COL_text87","science",2,"Colombia"
"4847","COL_text87","speaking",3,"Colombia"
"4848","COL_text87","writing",2,"Colombia"
"4849","COL_text87","critical_thinking",1,"Colombia"
"4850","COL_text87","learning_strategy",1,"Colombia"
"4851","COL_text88","speaking",2,"Colombia"
"4852","COL_text89","active_listening",1,"Colombia"
"4853","COL_text89","science",2,"Colombia"
"4854","COL_text89","learning_strategy",2,"Colombia"
"4855","COL_text90","science",1,"Colombia"
"4856","COL_text90","active_learning",1,"Colombia"
"4857","COL_text90","monitoring",1,"Colombia"
"4858","COL_text91","active_listening",1,"Colombia"
"4859","COL_text91","mathematics",13,"Colombia"
"4860","COL_text91","science",6,"Colombia"
"4861","COL_text91","speaking",2,"Colombia"
"4862","COL_text91","critical_thinking",1,"Colombia"
"4863","COL_text91","learning_strategy",4,"Colombia"
"4864","COL_text92","science",3,"Colombia"
"4865","COL_text92","active_learning",1,"Colombia"
"4866","COL_text92","monitoring",1,"Colombia"
"4867","COL_text94","reading_comprehension",1,"Colombia"
"4868","COL_text94","science",4,"Colombia"
"4869","COL_text94","speaking",4,"Colombia"
"4870","COL_text94","learning_strategy",3,"Colombia"
"4871","COL_text94","monitoring",1,"Colombia"
"4872","COL_text95","mathematics",12,"Colombia"
"4873","COL_text95","science",7,"Colombia"
"4874","COL_text95","speaking",1,"Colombia"
"4875","COL_text95","critical_thinking",1,"Colombia"
"4876","COL_text95","learning_strategy",3,"Colombia"
"4877","COL_text95","monitoring",2,"Colombia"
"4878","COL_text96","science",3,"Colombia"
"4879","COL_text96","monitoring",1,"Colombia"
"4880","COL_text97","science",3,"Colombia"
"4881","COL_text98","active_listening",1,"Colombia"
"4882","COL_text98","science",6,"Colombia"
"4883","COL_text98","speaking",1,"Colombia"
"4884","COL_text98","monitoring",2,"Colombia"
"4885","COL_text99","science",15,"Colombia"
"4886","COL_text99","active_learning",1,"Colombia"
"4887","COL_text99","critical_thinking",1,"Colombia"
"4888","COL_text99","learning_strategy",2,"Colombia"
"4889","COL_text99","monitoring",2,"Colombia"
"4890","COL_text100","active_listening",1,"Colombia"
"4891","COL_text100","science",20,"Colombia"
"4892","COL_text100","speaking",1,"Colombia"
"4893","COL_text101","science",1,"Colombia"
"4894","COL_text102","active_listening",1,"Colombia"
"4895","COL_text102","science",4,"Colombia"
"4896","COL_text102","active_learning",1,"Colombia"
"4897","COL_text102","learning_strategy",1,"Colombia"
"4898","COL_text103","science",2,"Colombia"
"4899","COL_text103","speaking",2,"Colombia"
"4900","COL_text103","writing",2,"Colombia"
"4901","COL_text103","learning_strategy",8,"Colombia"
"4902","COL_text103","monitoring",2,"Colombia"
"4903","COL_text104","active_listening",3,"Colombia"
"4904","COL_text104","mathematics",3,"Colombia"
"4905","COL_text104","reading_comprehension",3,"Colombia"
"4906","COL_text104","science",61,"Colombia"
"4907","COL_text104","speaking",2,"Colombia"
"4908","COL_text104","critical_thinking",1,"Colombia"
"4909","COL_text104","learning_strategy",46,"Colombia"
"4910","COL_text104","monitoring",7,"Colombia"
"4911","COL_text105","active_listening",3,"Colombia"
"4912","COL_text105","science",13,"Colombia"
"4913","COL_text105","speaking",3,"Colombia"
"4914","COL_text105","active_learning",1,"Colombia"
"4915","COL_text105","critical_thinking",1,"Colombia"
"4916","COL_text106","science",4,"Colombia"
"4917","COL_text107","active_listening",1,"Colombia"
"4918","COL_text107","speaking",1,"Colombia"
"4919","COL_text107","monitoring",1,"Colombia"
"4920","COL_text108","active_listening",2,"Colombia"
"4921","COL_text108","reading_comprehension",1,"Colombia"
"4922","COL_text108","science",3,"Colombia"
"4923","COL_text108","learning_strategy",2,"Colombia"
"4924","COL_text109","active_listening",1,"Colombia"
"4925","COL_text109","science",16,"Colombia"
"4926","COL_text109","speaking",3,"Colombia"
"4927","COL_text109","active_learning",1,"Colombia"
"4928","COL_text110","active_listening",2,"Colombia"
"4929","COL_text110","science",26,"Colombia"
"4930","COL_text110","learning_strategy",1,"Colombia"
"4931","COL_text110","monitoring",3,"Colombia"
"4932","COL_text111","reading_comprehension",1,"Colombia"
"4933","COL_text111","science",7,"Colombia"
"4934","COL_text111","learning_strategy",1,"Colombia"
"4935","COL_text112","active_listening",1,"Colombia"
"4936","COL_text112","science",8,"Colombia"
"4937","COL_text112","speaking",2,"Colombia"
"4938","COL_text112","active_learning",1,"Colombia"
"4939","COL_text112","learning_strategy",1,"Colombia"
"4940","COL_text114","active_listening",1,"Colombia"
"4941","COL_text114","science",2,"Colombia"
"4942","COL_text114","speaking",1,"Colombia"
"4943","COL_text114","critical_thinking",1,"Colombia"
"4944","COL_text114","learning_strategy",1,"Colombia"
"4945","COL_text114","monitoring",1,"Colombia"
"4946","COL_text115","science",1,"Colombia"
"4947","COL_text115","speaking",1,"Colombia"
"4948","COL_text115","critical_thinking",1,"Colombia"
"4949","COL_text115","learning_strategy",1,"Colombia"
"4950","COL_text116","active_listening",2,"Colombia"
"4951","COL_text116","reading_comprehension",1,"Colombia"
"4952","COL_text116","science",2,"Colombia"
"4953","COL_text116","speaking",4,"Colombia"
"4954","COL_text116","critical_thinking",1,"Colombia"
"4955","COL_text116","monitoring",5,"Colombia"
"4956","COL_text117","science",2,"Colombia"
"4957","COL_text117","speaking",1,"Colombia"
"4958","COL_text118","science",6,"Colombia"
"4959","COL_text118","learning_strategy",1,"Colombia"
"4960","COL_text119","active_listening",2,"Colombia"
"4961","COL_text119","science",1,"Colombia"
"4962","COL_text119","speaking",1,"Colombia"
"4963","COL_text119","active_learning",1,"Colombia"
"4964","COL_text119","critical_thinking",1,"Colombia"
"4965","COL_text120","reading_comprehension",1,"Colombia"
"4966","COL_text120","science",4,"Colombia"
"4967","COL_text120","speaking",1,"Colombia"
"4968","COL_text120","learning_strategy",1,"Colombia"
"4969","COL_text120","monitoring",2,"Colombia"
"4970","COL_text121","active_listening",1,"Colombia"
"4971","COL_text121","speaking",3,"Colombia"
"4972","COL_text121","monitoring",1,"Colombia"
"4973","COL_text122","science",11,"Colombia"
"4974","COL_text123","active_listening",2,"Colombia"
"4975","COL_text123","science",1,"Colombia"
"4976","COL_text123","speaking",3,"Colombia"
"4977","COL_text123","active_learning",1,"Colombia"
"4978","COL_text123","critical_thinking",1,"Colombia"
"4979","COL_text124","active_listening",1,"Colombia"
"4980","COL_text124","reading_comprehension",1,"Colombia"
"4981","COL_text124","science",24,"Colombia"
"4982","COL_text124","active_learning",1,"Colombia"
"4983","COL_text124","critical_thinking",2,"Colombia"
"4984","COL_text124","monitoring",4,"Colombia"
"4985","COL_text125","science",4,"Colombia"
"4986","COL_text125","critical_thinking",2,"Colombia"
"4987","COL_text125","learning_strategy",3,"Colombia"
"4988","COL_text126","active_listening",1,"Colombia"
"4989","COL_text126","science",4,"Colombia"
"4990","COL_text126","monitoring",1,"Colombia"
"4991","COL_text127","science",4,"Colombia"
"4992","COL_text128","science",1,"Colombia"
"4993","COL_text128","active_learning",1,"Colombia"
"4994","COL_text128","monitoring",1,"Colombia"
"4995","COL_text129","science",8,"Colombia"
"4996","COL_text129","active_learning",1,"Colombia"
"4997","COL_text130","science",16,"Colombia"
"4998","COL_text130","speaking",2,"Colombia"
"4999","COL_text130","learning_strategy",13,"Colombia"
"5000","COL_text131","science",16,"Colombia"
"5001","COL_text131","speaking",2,"Colombia"
"5002","COL_text131","learning_strategy",13,"Colombia"
"5003","COL_text132","active_listening",2,"Colombia"
"5004","COL_text132","active_learning",1,"Colombia"
"5005","COL_text132","monitoring",1,"Colombia"
"5006","COL_text133","science",18,"Colombia"
"5007","COL_text133","critical_thinking",1,"Colombia"
"5008","COL_text135","active_listening",1,"Colombia"
"5009","COL_text135","reading_comprehension",1,"Colombia"
"5010","COL_text135","science",3,"Colombia"
"5011","COL_text135","active_learning",1,"Colombia"
"5012","COL_text135","learning_strategy",1,"Colombia"
"5013","COL_text136","science",5,"Colombia"
"5014","COL_text136","active_learning",1,"Colombia"
"5015","COL_text137","science",5,"Colombia"
"5016","COL_text138","active_listening",1,"Colombia"
"5017","COL_text138","reading_comprehension",1,"Colombia"
"5018","COL_text138","science",6,"Colombia"
"5019","COL_text138","speaking",2,"Colombia"
"5020","COL_text138","active_learning",1,"Colombia"
"5021","COL_text138","learning_strategy",1,"Colombia"
"5022","COL_text138","monitoring",1,"Colombia"
"5023","COL_text139","mathematics",1,"Colombia"
"5024","COL_text139","science",9,"Colombia"
"5025","COL_text139","active_learning",1,"Colombia"
"5026","COL_text140","active_listening",2,"Colombia"
"5027","COL_text140","science",2,"Colombia"
"5028","COL_text140","speaking",9,"Colombia"
"5029","COL_text140","active_learning",1,"Colombia"
"5030","COL_text141","active_listening",3,"Colombia"
"5031","COL_text141","science",1,"Colombia"
"5032","COL_text141","active_learning",5,"Colombia"
"5033","COL_text141","learning_strategy",4,"Colombia"
"5034","COL_text142","active_listening",4,"Colombia"
"5035","COL_text142","reading_comprehension",3,"Colombia"
"5036","COL_text142","science",3,"Colombia"
"5037","COL_text142","writing",1,"Colombia"
"5038","COL_text142","learning_strategy",1,"Colombia"
"5039","COL_text143","science",3,"Colombia"
"5040","COL_text143","learning_strategy",17,"Colombia"
"5041","COL_text143","monitoring",2,"Colombia"
"5042","COL_text144","science",3,"Colombia"
"5043","COL_text145","active_listening",2,"Colombia"
"5044","COL_text145","science",6,"Colombia"
"5045","COL_text146","science",1,"Colombia"
"5046","COL_text146","active_learning",1,"Colombia"
"5047","COL_text146","learning_strategy",2,"Colombia"
"5048","COL_text147","science",3,"Colombia"
"5049","COL_text147","speaking",2,"Colombia"
"5050","COL_text147","critical_thinking",1,"Colombia"
"5051","COL_text147","learning_strategy",1,"Colombia"
"5052","COL_text148","active_learning",2,"Colombia"
"5053","COL_text148","learning_strategy",2,"Colombia"
"5054","COL_text148","monitoring",1,"Colombia"
"5055","COL_text149","science",1,"Colombia"
"5056","COL_text149","speaking",12,"Colombia"
"5057","COL_text150","active_listening",1,"Colombia"
"5058","COL_text150","active_learning",1,"Colombia"
"5059","COL_text151","science",2,"Colombia"
"5060","COL_text151","active_learning",1,"Colombia"
"5061","COL_text152","science",1,"Colombia"
"5062","COL_text152","critical_thinking",1,"Colombia"
"5063","COL_text152","learning_strategy",3,"Colombia"
"5064","COL_text153","science",2,"Colombia"
"5065","COL_text153","speaking",1,"Colombia"
"5066","COL_text154","science",1,"Colombia"
"5067","COL_text154","learning_strategy",1,"Colombia"
"5068","COL_text155","science",1,"Colombia"
"5069","COL_text155","speaking",1,"Colombia"
"5070","COL_text155","active_learning",1,"Colombia"
"5071","COL_text156","science",2,"Colombia"
"5072","COL_text156","active_learning",2,"Colombia"
"5073","COL_text157","mathematics",3,"Colombia"
"5074","COL_text157","science",15,"Colombia"
"5075","COL_text157","monitoring",1,"Colombia"
"5076","COL_text158","science",2,"Colombia"
"5077","COL_text158","speaking",8,"Colombia"
"5078","COL_text158","critical_thinking",1,"Colombia"
"5079","COL_text159","science",13,"Colombia"
"5080","COL_text159","speaking",1,"Colombia"
"5081","COL_text159","learning_strategy",3,"Colombia"
"5082","COL_text159","monitoring",1,"Colombia"
"5083","COL_text160","active_listening",4,"Colombia"
"5084","COL_text160","science",1,"Colombia"
"5085","COL_text162","active_listening",3,"Colombia"
"5086","COL_text162","science",3,"Colombia"
"5087","COL_text162","learning_strategy",2,"Colombia"
"5088","COL_text162","monitoring",1,"Colombia"
"5089","COL_text163","science",10,"Colombia"
"5090","COL_text163","monitoring",2,"Colombia"
"5091","COL_text164","science",2,"Colombia"
"5092","COL_text164","learning_strategy",1,"Colombia"
"5093","COL_text165","science",2,"Colombia"
"5094","COL_text165","speaking",3,"Colombia"
"5095","COL_text165","learning_strategy",26,"Colombia"
"5096","COL_text165","monitoring",3,"Colombia"
"5097","COL_text167","science",1,"Colombia"
"5098","COL_text168","active_listening",1,"Colombia"
"5099","COL_text168","reading_comprehension",1,"Colombia"
"5100","COL_text168","science",6,"Colombia"
"5101","COL_text168","active_learning",1,"Colombia"
"5102","COL_text169","active_listening",2,"Colombia"
"5103","COL_text169","science",3,"Colombia"
"5104","COL_text169","active_learning",2,"Colombia"
"5105","COL_text169","learning_strategy",2,"Colombia"
"5106","COL_text170","reading_comprehension",13,"Colombia"
"5107","COL_text170","science",5,"Colombia"
"5108","COL_text170","speaking",1,"Colombia"
"5109","COL_text170","active_learning",2,"Colombia"
"5110","COL_text171","active_listening",1,"Colombia"
"5111","COL_text171","science",2,"Colombia"
"5112","COL_text171","speaking",4,"Colombia"
"5113","COL_text171","critical_thinking",1,"Colombia"
"5114","COL_text171","learning_strategy",11,"Colombia"
"5115","COL_text171","monitoring",1,"Colombia"
"5116","COL_text172","science",8,"Colombia"
"5117","COL_text172","speaking",1,"Colombia"
"5118","COL_text172","learning_strategy",1,"Colombia"
"5119","COL_text173","science",12,"Colombia"
"5120","COL_text173","critical_thinking",3,"Colombia"
"5121","COL_text173","learning_strategy",1,"Colombia"
"5122","COL_text173","monitoring",1,"Colombia"
"5123","COL_text174","science",20,"Colombia"
"5124","COL_text174","speaking",1,"Colombia"
"5125","COL_text174","learning_strategy",2,"Colombia"
"5126","COL_text174","monitoring",4,"Colombia"
"5127","COL_text175","science",3,"Colombia"
"5128","COL_text176","active_listening",1,"Colombia"
"5129","COL_text176","science",24,"Colombia"
"5130","COL_text176","active_learning",1,"Colombia"
"5131","COL_text176","learning_strategy",1,"Colombia"
"5132","COL_text177","science",5,"Colombia"
"5133","COL_text177","speaking",2,"Colombia"
"5134","COL_text177","learning_strategy",5,"Colombia"
"5135","COL_text179","active_listening",2,"Colombia"
"5136","COL_text179","writing",1,"Colombia"
"5137","COL_text180","active_listening",1,"Colombia"
"5138","COL_text180","critical_thinking",1,"Colombia"
"5139","COL_text181","active_learning",1,"Colombia"
"5140","COL_text181","learning_strategy",7,"Colombia"
"5141","COL_text181","monitoring",2,"Colombia"
"5142","COL_text182","science",9,"Colombia"
"5143","COL_text182","learning_strategy",7,"Colombia"
"5144","COL_text182","monitoring",1,"Colombia"
"5145","COL_text183","monitoring",1,"Colombia"
"5146","COL_text185","science",1,"Colombia"
"5147","COL_text186","science",1,"Colombia"
"5148","COL_text186","speaking",1,"Colombia"
"5149","COL_text187","active_listening",1,"Colombia"
"5150","COL_text187","science",6,"Colombia"
"5151","COL_text187","learning_strategy",1,"Colombia"
"5152","COL_text188","active_listening",2,"Colombia"
"5153","COL_text188","science",1,"Colombia"
"5154","COL_text189","science",2,"Colombia"
"5155","COL_text189","monitoring",1,"Colombia"
"5156","COL_text190","science",1,"Colombia"
"5157","COL_text190","critical_thinking",1,"Colombia"
"5158","COL_text191","science",13,"Colombia"
"5159","COL_text191","critical_thinking",1,"Colombia"
"5160","COL_text191","monitoring",1,"Colombia"
"5161","COL_text192","science",11,"Colombia"
"5162","COL_text192","learning_strategy",7,"Colombia"
"5163","COL_text192","monitoring",2,"Colombia"
"5164","COL_text193","science",3,"Colombia"
"5165","COL_text194","science",16,"Colombia"
"5166","COL_text194","speaking",1,"Colombia"
"5167","COL_text194","learning_strategy",10,"Colombia"
"5168","COL_text194","monitoring",3,"Colombia"
"5169","COL_text195","active_listening",3,"Colombia"
"5170","COL_text195","science",29,"Colombia"
"5171","COL_text195","speaking",1,"Colombia"
"5172","COL_text196","science",4,"Colombia"
"5173","COL_text196","active_learning",1,"Colombia"
"5174","COL_text197","active_listening",1,"Colombia"
"5175","COL_text197","science",8,"Colombia"
"5176","COL_text197","active_learning",1,"Colombia"
"5177","COL_text197","critical_thinking",2,"Colombia"
"5178","COL_text198","active_learning",2,"Colombia"
"5179","COL_text198","learning_strategy",1,"Colombia"
"5180","COL_text198","monitoring",2,"Colombia"
"5181","COL_text199","active_listening",2,"Colombia"
"5182","COL_text199","science",7,"Colombia"
"5183","COL_text199","active_learning",1,"Colombia"
"5184","COL_text199","critical_thinking",1,"Colombia"
"5185","COL_text199","learning_strategy",1,"Colombia"
"5186","COL_text200","active_listening",1,"Colombia"
"5187","COL_text200","science",19,"Colombia"
"5188","COL_text200","active_learning",2,"Colombia"
"5189","COL_text201","active_listening",1,"Colombia"
"5190","COL_text201","science",1,"Colombia"
"5191","COL_text201","speaking",1,"Colombia"
"5192","COL_text201","active_learning",1,"Colombia"
"5193","COL_text202","active_listening",3,"Colombia"
"5194","COL_text202","reading_comprehension",3,"Colombia"
"5195","COL_text202","science",7,"Colombia"
"5196","COL_text202","active_learning",1,"Colombia"
"5197","COL_text202","critical_thinking",3,"Colombia"
"5198","COL_text202","learning_strategy",2,"Colombia"
"5199","COL_text203","science",1,"Colombia"
"5200","COL_text203","active_learning",1,"Colombia"
"5201","COL_text203","critical_thinking",1,"Colombia"
"5202","COL_text203","monitoring",1,"Colombia"
"5203","COL_text204","science",5,"Colombia"
"5204","COL_text204","speaking",1,"Colombia"
"5205","COL_text204","active_learning",2,"Colombia"
"5206","COL_text204","learning_strategy",1,"Colombia"
"5207","COL_text205","science",25,"Colombia"
"5208","COL_text205","active_learning",2,"Colombia"
"5209","COL_text205","learning_strategy",4,"Colombia"
"5210","COL_text205","monitoring",1,"Colombia"
"5211","COL_text206","science",2,"Colombia"
"5212","COL_text206","speaking",1,"Colombia"
"5213","COL_text206","active_learning",1,"Colombia"
"5214","COL_text206","monitoring",1,"Colombia"
"5215","COL_text207","science",4,"Colombia"
"5216","COL_text207","active_learning",1,"Colombia"
"5217","COL_text207","learning_strategy",3,"Colombia"
"5218","COL_text208","science",7,"Colombia"
"5219","COL_text208","active_learning",2,"Colombia"
"5220","COL_text208","learning_strategy",1,"Colombia"
"5221","COL_text208","monitoring",1,"Colombia"
"5222","COL_text209","speaking",1,"Colombia"
"5223","COL_text209","learning_strategy",3,"Colombia"
"5224","COL_text210","science",13,"Colombia"
"5225","COL_text210","active_learning",2,"Colombia"
"5226","COL_text210","learning_strategy",6,"Colombia"
"5227","COL_text210","monitoring",2,"Colombia"
"5228","COL_text211","reading_comprehension",1,"Colombia"
"5229","COL_text211","science",3,"Colombia"
"5230","COL_text211","speaking",1,"Colombia"
"5231","COL_text211","active_learning",1,"Colombia"
"5232","COL_text212","active_listening",1,"Colombia"
"5233","COL_text212","science",5,"Colombia"
"5234","COL_text212","learning_strategy",6,"Colombia"
"5235","COL_text213","reading_comprehension",1,"Colombia"
"5236","COL_text213","science",9,"Colombia"
"5237","COL_text213","speaking",3,"Colombia"
"5238","COL_text213","active_learning",1,"Colombia"
"5239","COL_text213","learning_strategy",9,"Colombia"
"5240","COL_text213","monitoring",1,"Colombia"
"5241","COL_text214","science",8,"Colombia"
"5242","COL_text214","critical_thinking",1,"Colombia"
"5243","COL_text214","learning_strategy",1,"Colombia"
"5244","COL_text215","reading_comprehension",3,"Colombia"
"5245","COL_text215","science",4,"Colombia"
"5246","COL_text215","active_learning",1,"Colombia"
"5247","COL_text216","learning_strategy",2,"Colombia"
"5248","COL_text217","active_listening",1,"Colombia"
"5249","COL_text217","science",2,"Colombia"
"5250","COL_text218","science",1,"Colombia"
"5251","COL_text218","learning_strategy",1,"Colombia"
"5252","COL_text219","monitoring",2,"Colombia"
"5253","COL_text220","active_listening",1,"Colombia"
"5254","COL_text221","reading_comprehension",1,"Colombia"
"5255","COL_text221","science",2,"Colombia"
"5256","COL_text221","active_learning",1,"Colombia"
"5257","COL_text222","science",1,"Colombia"
"5258","COL_text222","critical_thinking",1,"Colombia"
"5259","COL_text223","science",2,"Colombia"
"5260","COL_text224","science",15,"Colombia"
"5261","COL_text224","speaking",1,"Colombia"
"5262","COL_text224","active_learning",1,"Colombia"
"5263","COL_text224","learning_strategy",1,"Colombia"
"5264","COL_text225","science",5,"Colombia"
"5265","COL_text225","monitoring",2,"Colombia"
"5266","COL_text226","active_listening",1,"Colombia"
"5267","COL_text226","science",6,"Colombia"
"5268","COL_text227","science",1,"Colombia"
"5269","COL_text227","active_learning",1,"Colombia"
"5270","COL_text227","monitoring",1,"Colombia"
"5271","COL_text228","reading_comprehension",1,"Colombia"
"5272","COL_text228","science",9,"Colombia"
"5273","COL_text228","critical_thinking",1,"Colombia"
"5274","COL_text228","learning_strategy",6,"Colombia"
"5275","COL_text228","monitoring",3,"Colombia"
"5276","COL_text229","mathematics",3,"Colombia"
"5277","COL_text229","science",2,"Colombia"
"5278","COL_text229","speaking",1,"Colombia"
"5279","COL_text229","learning_strategy",10,"Colombia"
"5280","COL_text230","science",1,"Colombia"
"5281","COL_text230","speaking",1,"Colombia"
"5282","COL_text230","monitoring",1,"Colombia"
"5283","CR_text1","active_listening",1,"Costa Rica"
"5284","CR_text1","reading_comprehension",1,"Costa Rica"
"5285","CR_text1","speaking",1,"Costa Rica"
"5286","CR_text2","active_listening",1,"Costa Rica"
"5287","CR_text2","reading_comprehension",2,"Costa Rica"
"5288","CR_text2","science",3,"Costa Rica"
"5289","CR_text2","speaking",1,"Costa Rica"
