"","Source","Target","Weight","Country"
"1","ARG_text1","science",11,"Argentina"
"2","ARG_text1","speaking",1,"Argentina"
"3","ARG_text2","reading_comprehension",1,"Argentina"
"4","ARG_text2","science",1,"Argentina"
"5","ARG_text2","active_learning",1,"Argentina"
"6","ARG_text3","science",1,"Argentina"
"7","ARG_text3","speaking",2,"Argentina"
"8","ARG_text4","active_listening",1,"Argentina"
"9","ARG_text4","reading_comprehension",1,"Argentina"
"10","ARG_text4","science",5,"Argentina"
"11","ARG_text4","speaking",2,"Argentina"
"12","ARG_text5","reading_comprehension",1,"Argentina"
"13","ARG_text5","science",1,"Argentina"
"14","ARG_text5","speaking",2,"Argentina"
"15","ARG_text6","science",7,"Argentina"
"16","ARG_text6","speaking",1,"Argentina"
"17","ARG_text7","science",2,"Argentina"
"18","ARG_text8","active_listening",1,"Argentina"
"19","ARG_text8","science",1,"Argentina"
"20","ARG_text8","speaking",1,"Argentina"
"21","ARG_text9","active_listening",1,"Argentina"
"22","ARG_text9","science",2,"Argentina"
"23","ARG_text9","speaking",1,"Argentina"
"24","ARG_text9","active_learning",1,"Argentina"
"25","ARG_text9","critical_thinking",1,"Argentina"
"26","ARG_text10","science",2,"Argentina"
"27","ARG_text10","speaking",4,"Argentina"
"28","ARG_text10","critical_thinking",1,"Argentina"
"29","ARG_text10","learning_strategy",2,"Argentina"
"30","ARG_text12","science",3,"Argentina"
"31","ARG_text12","speaking",1,"Argentina"
"32","ARG_text13","science",1,"Argentina"
"33","ARG_text13","speaking",1,"Argentina"
"34","ARG_text14","active_listening",1,"Argentina"
"35","ARG_text14","mathematics",1,"Argentina"
"36","ARG_text14","reading_comprehension",1,"Argentina"
"37","ARG_text14","science",14,"Argentina"
"38","ARG_text15","science",7,"Argentina"
"39","ARG_text15","speaking",1,"Argentina"
"40","ARG_text15","critical_thinking",1,"Argentina"
"41","ARG_text16","reading_comprehension",1,"Argentina"
"42","ARG_text16","science",10,"Argentina"
"43","ARG_text17","active_listening",2,"Argentina"
"44","ARG_text17","reading_comprehension",1,"Argentina"
"45","ARG_text17","science",7,"Argentina"
"46","ARG_text18","mathematics",1,"Argentina"
"47","ARG_text18","science",9,"Argentina"
"48","ARG_text18","critical_thinking",1,"Argentina"
"49","ARG_text19","science",8,"Argentina"
"50","ARG_text20","active_listening",1,"Argentina"
"51","ARG_text20","reading_comprehension",2,"Argentina"
"52","ARG_text20","science",12,"Argentina"
"53","ARG_text20","speaking",1,"Argentina"
"54","ARG_text21","science",3,"Argentina"
"55","ARG_text22","science",2,"Argentina"
"56","ARG_text22","speaking",1,"Argentina"
"57","ARG_text22","active_learning",1,"Argentina"
"58","ARG_text23","science",5,"Argentina"
"59","ARG_text23","speaking",1,"Argentina"
"60","ARG_text23","critical_thinking",1,"Argentina"
"61","ARG_text24","science",2,"Argentina"
"62","ARG_text25","active_listening",1,"Argentina"
"63","ARG_text25","science",13,"Argentina"
"64","ARG_text26","science",6,"Argentina"
"65","ARG_text26","learning_strategy",6,"Argentina"
"66","ARG_text27","active_listening",1,"Argentina"
"67","ARG_text27","science",1,"Argentina"
"68","ARG_text27","learning_strategy",2,"Argentina"
"69","ARG_text28","science",1,"Argentina"
"70","ARG_text28","learning_strategy",2,"Argentina"
"71","ARG_text29","science",12,"Argentina"
"72","ARG_text29","speaking",1,"Argentina"
"73","ARG_text30","science",5,"Argentina"
"74","ARG_text31","science",1,"Argentina"
"75","ARG_text31","learning_strategy",2,"Argentina"
"76","ARG_text32","science",4,"Argentina"
"77","ARG_text33","active_listening",1,"Argentina"
"78","ARG_text33","science",21,"Argentina"
"79","ARG_text34","active_listening",2,"Argentina"
"80","ARG_text34","reading_comprehension",2,"Argentina"
"81","ARG_text34","science",23,"Argentina"
"82","ARG_text34","critical_thinking",2,"Argentina"
"83","ARG_text34","learning_strategy",6,"Argentina"
"84","ARG_text35","active_listening",3,"Argentina"
"85","ARG_text35","reading_comprehension",2,"Argentina"
"86","ARG_text35","science",7,"Argentina"
"87","ARG_text35","active_learning",1,"Argentina"
"88","ARG_text35","learning_strategy",1,"Argentina"
"89","ARG_text36","active_listening",4,"Argentina"
"90","ARG_text36","reading_comprehension",2,"Argentina"
"91","ARG_text36","science",4,"Argentina"
"92","ARG_text36","speaking",3,"Argentina"
"93","ARG_text36","active_learning",2,"Argentina"
"94","ARG_text36","monitoring",1,"Argentina"
"95","ARG_text37","active_listening",3,"Argentina"
"96","ARG_text37","reading_comprehension",1,"Argentina"
"97","ARG_text37","science",11,"Argentina"
"98","ARG_text37","speaking",1,"Argentina"
"99","ARG_text37","active_learning",1,"Argentina"
"100","ARG_text37","critical_thinking",1,"Argentina"
"101","ARG_text37","learning_strategy",1,"Argentina"
"102","ARG_text38","active_listening",1,"Argentina"
"103","ARG_text38","science",23,"Argentina"
"104","ARG_text38","speaking",4,"Argentina"
"105","ARG_text38","critical_thinking",1,"Argentina"
"106","ARG_text39","active_listening",1,"Argentina"
"107","ARG_text39","science",12,"Argentina"
"108","ARG_text39","speaking",1,"Argentina"
"109","ARG_text40","active_listening",2,"Argentina"
"110","ARG_text40","reading_comprehension",1,"Argentina"
"111","ARG_text40","science",16,"Argentina"
"112","ARG_text40","speaking",2,"Argentina"
"113","ARG_text40","learning_strategy",1,"Argentina"
"114","ARG_text41","active_listening",1,"Argentina"
"115","ARG_text41","mathematics",1,"Argentina"
"116","ARG_text41","reading_comprehension",1,"Argentina"
"117","ARG_text41","science",17,"Argentina"
"118","ARG_text42","active_listening",2,"Argentina"
"119","ARG_text42","reading_comprehension",1,"Argentina"
"120","ARG_text42","science",16,"Argentina"
"121","ARG_text43","active_listening",2,"Argentina"
"122","ARG_text43","science",9,"Argentina"
"123","ARG_text43","active_learning",1,"Argentina"
"124","ARG_text44","active_listening",3,"Argentina"
"125","ARG_text44","reading_comprehension",1,"Argentina"
"126","ARG_text44","science",19,"Argentina"
"127","ARG_text44","writing",1,"Argentina"
"128","ARG_text44","active_learning",2,"Argentina"
"129","ARG_text45","active_listening",1,"Argentina"
"130","ARG_text45","reading_comprehension",1,"Argentina"
"131","ARG_text45","science",15,"Argentina"
"132","ARG_text45","speaking",3,"Argentina"
"133","ARG_text46","active_listening",1,"Argentina"
"134","ARG_text46","science",21,"Argentina"
"135","ARG_text47","active_listening",1,"Argentina"
"136","ARG_text47","reading_comprehension",1,"Argentina"
"137","ARG_text47","science",16,"Argentina"
"138","ARG_text48","active_listening",2,"Argentina"
"139","ARG_text48","reading_comprehension",1,"Argentina"
"140","ARG_text48","science",15,"Argentina"
"141","ARG_text48","active_learning",1,"Argentina"
"142","ARG_text49","active_listening",1,"Argentina"
"143","ARG_text49","science",18,"Argentina"
"144","ARG_text50","active_listening",2,"Argentina"
"145","ARG_text50","reading_comprehension",1,"Argentina"
"146","ARG_text50","science",13,"Argentina"
"147","ARG_text50","speaking",2,"Argentina"
"148","ARG_text50","active_learning",1,"Argentina"
"149","ARG_text51","active_listening",1,"Argentina"
"150","ARG_text51","science",9,"Argentina"
"151","ARG_text51","speaking",1,"Argentina"
"152","ARG_text52","active_listening",1,"Argentina"
"153","ARG_text52","science",2,"Argentina"
"154","ARG_text52","critical_thinking",1,"Argentina"
"155","ARG_text53","active_listening",2,"Argentina"
"156","ARG_text53","reading_comprehension",1,"Argentina"
"157","ARG_text53","science",2,"Argentina"
"158","ARG_text53","learning_strategy",1,"Argentina"
"159","ARG_text53","monitoring",1,"Argentina"
"160","ARG_text54","active_listening",1,"Argentina"
"161","ARG_text54","science",1,"Argentina"
"162","ARG_text54","speaking",1,"Argentina"
"163","ARG_text54","learning_strategy",6,"Argentina"
"164","ARG_text55","active_listening",1,"Argentina"
"165","ARG_text55","reading_comprehension",1,"Argentina"
"166","ARG_text55","science",15,"Argentina"
"167","ARG_text55","speaking",1,"Argentina"
"168","ARG_text56","active_listening",1,"Argentina"
"169","ARG_text56","reading_comprehension",1,"Argentina"
"170","ARG_text56","science",18,"Argentina"
"171","ARG_text57","active_listening",1,"Argentina"
"172","ARG_text57","science",30,"Argentina"
"173","ARG_text57","critical_thinking",1,"Argentina"
"174","ARG_text58","active_listening",1,"Argentina"
"175","ARG_text58","mathematics",1,"Argentina"
"176","ARG_text58","reading_comprehension",1,"Argentina"
"177","ARG_text58","science",50,"Argentina"
"178","ARG_text59","active_listening",3,"Argentina"
"179","ARG_text59","science",41,"Argentina"
"180","ARG_text59","active_learning",2,"Argentina"
"181","ARG_text59","learning_strategy",1,"Argentina"
"182","ARG_text60","active_listening",1,"Argentina"
"183","ARG_text60","reading_comprehension",1,"Argentina"
"184","ARG_text60","science",32,"Argentina"
"185","ARG_text60","speaking",1,"Argentina"
"186","ARG_text61","active_listening",1,"Argentina"
"187","ARG_text61","reading_comprehension",1,"Argentina"
"188","ARG_text61","science",6,"Argentina"
"189","ARG_text62","science",8,"Argentina"
"190","ARG_text63","science",12,"Argentina"
"191","ARG_text63","speaking",2,"Argentina"
"192","ARG_text63","critical_thinking",1,"Argentina"
"193","ARG_text64","science",2,"Argentina"
"194","ARG_text64","learning_strategy",1,"Argentina"
"195","ARG_text65","science",3,"Argentina"
"196","ARG_text65","critical_thinking",1,"Argentina"
"197","ARG_text66","active_listening",1,"Argentina"
"198","ARG_text66","science",1,"Argentina"
"199","ARG_text66","critical_thinking",1,"Argentina"
"200","ARG_text66","learning_strategy",1,"Argentina"
"201","ARG_text68","active_listening",1,"Argentina"
"202","ARG_text68","science",16,"Argentina"
"203","ARG_text68","speaking",1,"Argentina"
"204","ARG_text68","active_learning",1,"Argentina"
"205","ARG_text69","active_listening",2,"Argentina"
"206","ARG_text69","science",19,"Argentina"
"207","ARG_text69","speaking",9,"Argentina"
"208","ARG_text69","learning_strategy",1,"Argentina"
"209","ARG_text70","active_listening",1,"Argentina"
"210","ARG_text70","reading_comprehension",1,"Argentina"
"211","ARG_text70","science",3,"Argentina"
"212","ARG_text70","speaking",1,"Argentina"
"213","ARG_text71","active_listening",1,"Argentina"
"214","ARG_text71","science",3,"Argentina"
"215","ARG_text71","active_learning",1,"Argentina"
"216","ARG_text71","monitoring",1,"Argentina"
"217","ARG_text72","reading_comprehension",1,"Argentina"
"218","ARG_text72","science",2,"Argentina"
"219","ARG_text72","speaking",1,"Argentina"
"220","ARG_text72","active_learning",1,"Argentina"
"221","ARG_text72","learning_strategy",1,"Argentina"
"222","ARG_text73","science",2,"Argentina"
"223","ARG_text73","critical_thinking",1,"Argentina"
"224","ARG_text73","learning_strategy",5,"Argentina"
"225","ARG_text73","monitoring",1,"Argentina"
"226","ARG_text74","science",2,"Argentina"
"227","ARG_text74","writing",1,"Argentina"
"228","ARG_text74","monitoring",1,"Argentina"
"229","ARG_text75","reading_comprehension",1,"Argentina"
"230","ARG_text75","science",4,"Argentina"
"231","ARG_text75","speaking",2,"Argentina"
"232","ARG_text75","writing",1,"Argentina"
"233","ARG_text76","science",5,"Argentina"
"234","ARG_text76","speaking",1,"Argentina"
"235","ARG_text76","critical_thinking",1,"Argentina"
"236","ARG_text77","science",3,"Argentina"
"237","ARG_text77","speaking",1,"Argentina"
"238","ARG_text77","learning_strategy",2,"Argentina"
"239","ARG_text78","active_listening",1,"Argentina"
"240","ARG_text78","science",19,"Argentina"
"241","ARG_text78","writing",1,"Argentina"
"242","ARG_text79","science",16,"Argentina"
"243","ARG_text79","speaking",2,"Argentina"
"244","ARG_text79","learning_strategy",2,"Argentina"
"245","ARG_text80","active_listening",1,"Argentina"
"246","ARG_text80","reading_comprehension",1,"Argentina"
"247","ARG_text80","science",27,"Argentina"
"248","ARG_text80","speaking",1,"Argentina"
"249","ARG_text80","writing",1,"Argentina"
"250","ARG_text80","learning_strategy",2,"Argentina"
"251","ARG_text81","science",33,"Argentina"
"252","ARG_text81","writing",1,"Argentina"
"253","ARG_text81","learning_strategy",1,"Argentina"
"254","ARG_text82","science",12,"Argentina"
"255","ARG_text83","active_listening",1,"Argentina"
"256","ARG_text83","science",56,"Argentina"
"257","ARG_text83","speaking",13,"Argentina"
"258","ARG_text83","critical_thinking",1,"Argentina"
"259","ARG_text83","learning_strategy",1,"Argentina"
"260","ARG_text83","monitoring",4,"Argentina"
"261","ARG_text84","active_listening",2,"Argentina"
"262","ARG_text84","science",7,"Argentina"
"263","ARG_text84","critical_thinking",1,"Argentina"
"264","ARG_text85","science",10,"Argentina"
"265","ARG_text86","active_listening",3,"Argentina"
"266","ARG_text86","science",2,"Argentina"
"267","ARG_text86","speaking",1,"Argentina"
"268","ARG_text86","writing",1,"Argentina"
"269","ARG_text86","active_learning",4,"Argentina"
"270","ARG_text87","mathematics",1,"Argentina"
"271","ARG_text87","science",9,"Argentina"
"272","ARG_text88","mathematics",1,"Argentina"
"273","ARG_text88","science",8,"Argentina"
"274","ARG_text89","science",3,"Argentina"
"275","ARG_text89","learning_strategy",1,"Argentina"
"276","ARG_text90","science",3,"Argentina"
"277","ARG_text91","active_listening",1,"Argentina"
"278","ARG_text91","mathematics",1,"Argentina"
"279","ARG_text91","science",10,"Argentina"
"280","ARG_text91","speaking",1,"Argentina"
"281","ARG_text92","reading_comprehension",1,"Argentina"
"282","ARG_text92","science",3,"Argentina"
"283","ARG_text92","speaking",2,"Argentina"
"284","ARG_text93","science",7,"Argentina"
"285","ARG_text94","science",18,"Argentina"
"286","ARG_text94","speaking",2,"Argentina"
"287","ARG_text94","critical_thinking",1,"Argentina"
"288","ARG_text94","monitoring",1,"Argentina"
"289","ARG_text95","science",12,"Argentina"
"290","ARG_text96","science",12,"Argentina"
"291","ARG_text96","speaking",1,"Argentina"
"292","ARG_text96","critical_thinking",1,"Argentina"
"293","ARG_text97","science",4,"Argentina"
"294","ARG_text97","speaking",1,"Argentina"
"295","ARG_text98","science",32,"Argentina"
"296","ARG_text98","critical_thinking",2,"Argentina"
"297","ARG_text99","active_listening",1,"Argentina"
"298","ARG_text99","reading_comprehension",1,"Argentina"
"299","ARG_text99","science",7,"Argentina"
"300","ARG_text99","active_learning",1,"Argentina"
"301","ARG_text100","science",3,"Argentina"
"302","ARG_text100","speaking",1,"Argentina"
"303","ARG_text101","science",19,"Argentina"
"304","ARG_text101","critical_thinking",1,"Argentina"
"305","ARG_text102","mathematics",1,"Argentina"
"306","ARG_text102","science",15,"Argentina"
"307","ARG_text103","science",2,"Argentina"
"308","ARG_text104","science",5,"Argentina"
"309","ARG_text105","active_listening",1,"Argentina"
"310","ARG_text105","reading_comprehension",1,"Argentina"
"311","ARG_text105","science",11,"Argentina"
"312","ARG_text105","speaking",1,"Argentina"
"313","ARG_text105","learning_strategy",6,"Argentina"
"314","ARG_text106","science",1,"Argentina"
"315","ARG_text106","speaking",10,"Argentina"
"316","ARG_text107","science",13,"Argentina"
"317","ARG_text107","speaking",2,"Argentina"
"318","ARG_text108","mathematics",2,"Argentina"
"319","ARG_text108","reading_comprehension",1,"Argentina"
"320","ARG_text108","science",11,"Argentina"
"321","ARG_text108","learning_strategy",5,"Argentina"
"322","ARG_text109","science",2,"Argentina"
"323","ARG_text110","science",1,"Argentina"
"324","ARG_text110","monitoring",3,"Argentina"
"325","ARG_text111","active_listening",1,"Argentina"
"326","ARG_text111","reading_comprehension",5,"Argentina"
"327","ARG_text111","science",1,"Argentina"
"328","ARG_text111","speaking",1,"Argentina"
"329","ARG_text111","learning_strategy",2,"Argentina"
"330","ARG_text112","science",10,"Argentina"
"331","ARG_text113","science",9,"Argentina"
"332","ARG_text113","critical_thinking",1,"Argentina"
"333","ARG_text113","learning_strategy",1,"Argentina"
"334","ARG_text114","science",6,"Argentina"
"335","ARG_text115","science",12,"Argentina"
"336","ARG_text116","science",6,"Argentina"
"337","ARG_text116","speaking",2,"Argentina"
"338","ARG_text116","critical_thinking",1,"Argentina"
"339","ARG_text116","monitoring",2,"Argentina"
"340","ARG_text117","science",8,"Argentina"
"341","ARG_text118","science",5,"Argentina"
"342","ARG_text118","speaking",1,"Argentina"
"343","ARG_text118","monitoring",1,"Argentina"
"344","ARG_text119","reading_comprehension",1,"Argentina"
"345","ARG_text119","science",22,"Argentina"
"346","ARG_text119","monitoring",1,"Argentina"
"347","ARG_text120","science",11,"Argentina"
"348","ARG_text121","monitoring",2,"Argentina"
"349","ARG_text122","active_listening",1,"Argentina"
"350","ARG_text122","science",55,"Argentina"
"351","ARG_text122","speaking",2,"Argentina"
"352","ARG_text122","critical_thinking",1,"Argentina"
"353","ARG_text122","learning_strategy",1,"Argentina"
"354","ARG_text122","monitoring",2,"Argentina"
"355","ARG_text123","science",15,"Argentina"
"356","ARG_text123","speaking",1,"Argentina"
"357","ARG_text124","active_listening",1,"Argentina"
"358","ARG_text124","science",4,"Argentina"
"359","ARG_text125","science",15,"Argentina"
"360","ARG_text125","speaking",3,"Argentina"
"361","ARG_text125","writing",1,"Argentina"
"362","ARG_text125","monitoring",1,"Argentina"
"363","ARG_text126","active_listening",1,"Argentina"
"364","ARG_text126","science",2,"Argentina"
"365","ARG_text127","science",1,"Argentina"
"366","ARG_text127","active_learning",1,"Argentina"
"367","ARG_text128","science",6,"Argentina"
"368","ARG_text128","speaking",1,"Argentina"
"369","ARG_text129","science",2,"Argentina"
"370","ARG_text129","learning_strategy",1,"Argentina"
"371","ARG_text130","reading_comprehension",1,"Argentina"
"372","ARG_text130","science",23,"Argentina"
"373","ARG_text130","monitoring",1,"Argentina"
"374","ARG_text131","reading_comprehension",1,"Argentina"
"375","ARG_text131","science",11,"Argentina"
"376","ARG_text132","active_listening",1,"Argentina"
"377","ARG_text132","mathematics",1,"Argentina"
"378","ARG_text132","science",5,"Argentina"
"379","ARG_text132","learning_strategy",1,"Argentina"
"380","ARG_text133","science",1,"Argentina"
"381","ARG_text133","learning_strategy",1,"Argentina"
"382","ARG_text134","reading_comprehension",2,"Argentina"
"383","ARG_text134","science",10,"Argentina"
"384","ARG_text135","science",1,"Argentina"
"385","ARG_text135","critical_thinking",1,"Argentina"
"386","ARG_text135","learning_strategy",1,"Argentina"
"387","ARG_text136","science",3,"Argentina"
"388","ARG_text136","speaking",1,"Argentina"
"389","ARG_text137","active_listening",1,"Argentina"
"390","ARG_text137","science",1,"Argentina"
"391","ARG_text138","reading_comprehension",1,"Argentina"
"392","ARG_text138","science",1,"Argentina"
"393","ARG_text138","speaking",1,"Argentina"
"394","ARG_text139","mathematics",8,"Argentina"
"395","ARG_text139","science",5,"Argentina"
"396","ARG_text140","reading_comprehension",1,"Argentina"
"397","ARG_text140","science",15,"Argentina"
"398","ARG_text141","reading_comprehension",2,"Argentina"
"399","ARG_text141","science",13,"Argentina"
"400","ARG_text141","monitoring",2,"Argentina"
"401","ARG_text142","science",3,"Argentina"
"402","ARG_text142","active_learning",1,"Argentina"
"403","ARG_text142","learning_strategy",1,"Argentina"
"404","ARG_text143","science",3,"Argentina"
"405","ARG_text144","science",5,"Argentina"
"406","ARG_text144","active_learning",1,"Argentina"
"407","ARG_text145","active_listening",2,"Argentina"
"408","ARG_text145","reading_comprehension",2,"Argentina"
"409","ARG_text145","science",9,"Argentina"
"410","ARG_text145","speaking",1,"Argentina"
"411","ARG_text146","science",3,"Argentina"
"412","ARG_text147","active_listening",1,"Argentina"
"413","ARG_text147","science",1,"Argentina"
"414","ARG_text147","learning_strategy",1,"Argentina"
"415","ARG_text148","science",8,"Argentina"
"416","ARG_text148","critical_thinking",1,"Argentina"
"417","ARG_text149","science",2,"Argentina"
"418","ARG_text149","critical_thinking",4,"Argentina"
"419","ARG_text149","monitoring",1,"Argentina"
"420","ARG_text150","reading_comprehension",1,"Argentina"
"421","ARG_text150","science",7,"Argentina"
"422","ARG_text150","speaking",1,"Argentina"
"423","ARG_text150","active_learning",1,"Argentina"
"424","ARG_text150","monitoring",1,"Argentina"
"425","ARG_text151","science",11,"Argentina"
"426","ARG_text151","active_learning",1,"Argentina"
"427","ARG_text151","learning_strategy",2,"Argentina"
"428","ARG_text152","science",7,"Argentina"
"429","ARG_text152","learning_strategy",1,"Argentina"
"430","ARG_text152","monitoring",1,"Argentina"
"431","ARG_text153","science",3,"Argentina"
"432","ARG_text153","critical_thinking",1,"Argentina"
"433","ARG_text154","science",12,"Argentina"
"434","ARG_text154","speaking",1,"Argentina"
"435","ARG_text155","science",40,"Argentina"
"436","ARG_text155","critical_thinking",3,"Argentina"
"437","ARG_text155","monitoring",1,"Argentina"
"438","ARG_text156","science",3,"Argentina"
"439","ARG_text156","critical_thinking",1,"Argentina"
"440","ARG_text156","monitoring",1,"Argentina"
"441","ARG_text157","reading_comprehension",3,"Argentina"
"442","ARG_text157","science",2,"Argentina"
"443","ARG_text157","speaking",1,"Argentina"
"444","ARG_text157","monitoring",1,"Argentina"
"445","ARG_text158","science",6,"Argentina"
"446","ARG_text158","speaking",1,"Argentina"
"447","ARG_text158","monitoring",4,"Argentina"
"448","ARG_text159","reading_comprehension",1,"Argentina"
"449","ARG_text159","science",8,"Argentina"
"450","ARG_text160","active_listening",1,"Argentina"
"451","ARG_text160","science",4,"Argentina"
"452","ARG_text161","reading_comprehension",1,"Argentina"
"453","ARG_text161","science",4,"Argentina"
"454","ARG_text161","monitoring",1,"Argentina"
"455","ARG_text162","active_listening",2,"Argentina"
"456","ARG_text162","science",5,"Argentina"
"457","ARG_text162","speaking",1,"Argentina"
"458","ARG_text163","active_listening",4,"Argentina"
"459","ARG_text163","reading_comprehension",1,"Argentina"
"460","ARG_text163","science",5,"Argentina"
"461","ARG_text163","learning_strategy",1,"Argentina"
"462","ARG_text164","reading_comprehension",1,"Argentina"
"463","ARG_text164","science",13,"Argentina"
"464","ARG_text164","speaking",2,"Argentina"
"465","ARG_text164","learning_strategy",4,"Argentina"
"466","ARG_text165","science",13,"Argentina"
"467","ARG_text166","science",4,"Argentina"
"468","ARG_text166","speaking",1,"Argentina"
"469","ARG_text167","active_listening",1,"Argentina"
"470","ARG_text167","reading_comprehension",1,"Argentina"
"471","ARG_text167","science",35,"Argentina"
"472","ARG_text167","speaking",2,"Argentina"
"473","ARG_text167","active_learning",2,"Argentina"
"474","ARG_text167","learning_strategy",4,"Argentina"
"475","ARG_text167","monitoring",2,"Argentina"
"476","ARG_text168","science",1,"Argentina"
"477","ARG_text169","science",7,"Argentina"
"478","ARG_text169","monitoring",1,"Argentina"
"479","ARG_text170","science",4,"Argentina"
"480","ARG_text171","science",8,"Argentina"
"481","ARG_text171","learning_strategy",1,"Argentina"
"482","ARG_text172","science",6,"Argentina"
"483","ARG_text172","active_learning",2,"Argentina"
"484","ARG_text173","active_listening",2,"Argentina"
"485","ARG_text173","science",3,"Argentina"
"486","ARG_text173","speaking",1,"Argentina"
"487","ARG_text174","science",34,"Argentina"
"488","ARG_text174","active_learning",2,"Argentina"
"489","ARG_text174","monitoring",2,"Argentina"
"490","ARG_text175","active_listening",2,"Argentina"
"491","ARG_text175","science",3,"Argentina"
"492","ARG_text175","learning_strategy",1,"Argentina"
"493","ARG_text175","monitoring",1,"Argentina"
"494","ARG_text176","reading_comprehension",1,"Argentina"
"495","ARG_text176","science",16,"Argentina"
"496","ARG_text176","speaking",3,"Argentina"
"497","ARG_text177","reading_comprehension",1,"Argentina"
"498","ARG_text177","science",18,"Argentina"
"499","ARG_text177","active_learning",1,"Argentina"
"500","ARG_text177","monitoring",1,"Argentina"
"501","ARG_text178","science",12,"Argentina"
"502","ARG_text178","active_learning",1,"Argentina"
"503","ARG_text179","science",2,"Argentina"
"504","ARG_text180","reading_comprehension",1,"Argentina"
"505","ARG_text180","speaking",1,"Argentina"
"506","ARG_text180","learning_strategy",1,"Argentina"
"507","ARG_text181","science",3,"Argentina"
"508","ARG_text181","speaking",2,"Argentina"
"509","ARG_text181","learning_strategy",1,"Argentina"
"510","ARG_text182","science",1,"Argentina"
"511","ARG_text183","reading_comprehension",1,"Argentina"
"512","ARG_text183","science",5,"Argentina"
"513","ARG_text183","monitoring",1,"Argentina"
"514","ARG_text184","active_listening",1,"Argentina"
"515","ARG_text184","reading_comprehension",1,"Argentina"
"516","ARG_text184","science",9,"Argentina"
"517","ARG_text184","speaking",2,"Argentina"
"518","ARG_text184","learning_strategy",5,"Argentina"
"519","ARG_text185","active_listening",1,"Argentina"
"520","ARG_text185","reading_comprehension",1,"Argentina"
"521","ARG_text185","science",29,"Argentina"
"522","ARG_text185","speaking",2,"Argentina"
"523","ARG_text185","active_learning",2,"Argentina"
"524","ARG_text185","learning_strategy",4,"Argentina"
"525","ARG_text185","monitoring",2,"Argentina"
"526","ARG_text186","science",7,"Argentina"
"527","ARG_text187","reading_comprehension",1,"Argentina"
"528","ARG_text187","science",1,"Argentina"
"529","ARG_text187","learning_strategy",6,"Argentina"
"530","ARG_text187","monitoring",2,"Argentina"
"531","ARG_text188","science",3,"Argentina"
"532","ARG_text189","science",5,"Argentina"
"533","ARG_text189","critical_thinking",1,"Argentina"
"534","ARG_text190","science",5,"Argentina"
"535","ARG_text191","science",8,"Argentina"
"536","ARG_text192","reading_comprehension",1,"Argentina"
"537","ARG_text192","science",9,"Argentina"
"538","ARG_text193","science",10,"Argentina"
"539","ARG_text194","science",12,"Argentina"
"540","ARG_text194","writing",1,"Argentina"
"541","ARG_text195","science",1,"Argentina"
"542","ARG_text196","science",5,"Argentina"
"543","ARG_text197","science",3,"Argentina"
"544","ARG_text200","speaking",1,"Argentina"
"545","ARG_text201","science",8,"Argentina"
"546","ARG_text201","speaking",1,"Argentina"
"547","ARG_text202","reading_comprehension",1,"Argentina"
"548","ARG_text202","science",12,"Argentina"
"549","ARG_text203","science",18,"Argentina"
"550","ARG_text204","active_listening",1,"Argentina"
"551","ARG_text204","science",9,"Argentina"
"552","ARG_text204","learning_strategy",1,"Argentina"
"553","ARG_text205","active_listening",1,"Argentina"
"554","ARG_text205","reading_comprehension",1,"Argentina"
"555","ARG_text205","science",36,"Argentina"
"556","ARG_text205","speaking",5,"Argentina"
"557","ARG_text205","active_learning",2,"Argentina"
"558","ARG_text206","active_listening",3,"Argentina"
"559","ARG_text206","mathematics",1,"Argentina"
"560","ARG_text206","science",46,"Argentina"
"561","ARG_text206","speaking",1,"Argentina"
"562","ARG_text206","writing",1,"Argentina"
"563","ARG_text206","active_learning",2,"Argentina"
"564","ARG_text206","critical_thinking",1,"Argentina"
"565","ARG_text206","learning_strategy",2,"Argentina"
"566","ARG_text206","monitoring",1,"Argentina"
"567","ARG_text207","science",9,"Argentina"
"568","ARG_text207","monitoring",3,"Argentina"
"569","ARG_text208","active_listening",1,"Argentina"
"570","ARG_text208","science",20,"Argentina"
"571","ARG_text208","speaking",2,"Argentina"
"572","ARG_text208","active_learning",1,"Argentina"
"573","ARG_text208","critical_thinking",1,"Argentina"
"574","ARG_text208","monitoring",1,"Argentina"
"575","ARG_text209","science",13,"Argentina"
"576","ARG_text209","speaking",2,"Argentina"
"577","ARG_text210","active_listening",1,"Argentina"
"578","ARG_text210","mathematics",15,"Argentina"
"579","ARG_text210","science",15,"Argentina"
"580","ARG_text210","active_learning",1,"Argentina"
"581","ARG_text210","learning_strategy",6,"Argentina"
"582","ARG_text210","monitoring",2,"Argentina"
"583","ARG_text211","science",4,"Argentina"
"584","ARG_text212","reading_comprehension",4,"Argentina"
"585","ARG_text212","science",2,"Argentina"
"586","ARG_text212","learning_strategy",1,"Argentina"
"587","ARG_text213","science",8,"Argentina"
"588","ARG_text213","speaking",1,"Argentina"
"589","ARG_text213","monitoring",1,"Argentina"
"590","ARG_text214","science",2,"Argentina"
"591","ARG_text215","active_listening",2,"Argentina"
"592","ARG_text215","science",16,"Argentina"
"593","ARG_text215","critical_thinking",1,"Argentina"
"594","ARG_text215","learning_strategy",1,"Argentina"
"595","ARG_text216","reading_comprehension",1,"Argentina"
"596","ARG_text216","science",30,"Argentina"
"597","ARG_text216","speaking",39,"Argentina"
"598","ARG_text216","active_learning",1,"Argentina"
